Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Year,Month,Quarter,Weekday,Ship Days
1635,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,7.264,,Online,,,2019,May,2,Wednesday,0
4815,CA-2019-111696,08-05-2019,10-05-2019,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3,8.073,,COD,,,2019,May,2,Wednesday,2
494,CA-2019-169166,09-05-2019,14-05-2019,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.1572,,Cards,,,2019,May,2,Thursday,5
1557,CA-2019-109176,09-05-2019,15-05-2019,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,3.504,,Cards,,,2019,May,2,Thursday,6
1558,CA-2019-109176,09-05-2019,15-05-2019,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,9.92,,COD,,,2019,May,2,Thursday,6
5583,CA-2019-161158,09-05-2019,13-05-2019,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,3.44,,COD,,,2019,May,2,Thursday,4
6847,US-2019-159093,09-05-2019,14-05-2019,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,West,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,14.418,,Online,,,2019,May,2,Thursday,5
7833,CA-2019-112382,09-05-2019,13-05-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,1.9136,,COD,,,2019,May,2,Thursday,4
8412,CA-2019-159765,09-05-2019,12-05-2019,Second Class,TH-21100,Thea Hendricks,Consumer,United States,Salem,Virginia,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,9.1938,,Online,,,2019,May,2,Thursday,3
8915,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.656,6,107.082,,Online,,,2019,May,2,Thursday,4
8916,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,-20.4352,,Cards,,,2019,May,2,Thursday,4
8917,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,4,-131.7168,,Online,,,2019,May,2,Thursday,4
8918,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2,26.824,,Cards,,,2019,May,2,Thursday,4
8919,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,-27.792,,COD,,,2019,May,2,Thursday,4
6573,CA-2019-161543,10-05-2019,16-05-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,5.8604,,Cards,,,2019,May,2,Friday,6
8249,CA-2019-133816,10-05-2019,13-05-2019,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743.988,2,-123.998,,Cards,,,2019,May,2,Friday,3
9379,CA-2019-117625,10-05-2019,15-05-2019,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois,Central,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,2.3868,,COD,,,2019,May,2,Friday,5
161,CA-2019-162733,11-05-2019,12-05-2019,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,2.691,,Online,,,2019,May,2,Saturday,1
1590,CA-2019-109911,12-05-2019,16-05-2019,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,2.9592,,Online,,,2019,May,2,Sunday,4
3772,US-2019-101196,12-05-2019,17-05-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,-19.5624,,COD,,,2019,May,2,Sunday,5
7077,CA-2019-167416,12-05-2019,17-05-2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,26.901,,COD,,,2019,May,2,Sunday,5
9272,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,4.4088,,Cards,,,2019,May,2,Sunday,5
9273,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,303.3408,,COD,,,2019,May,2,Sunday,5
9496,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,46.8,,Cards,,,2019,May,2,Sunday,4
9497,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8.67,1,2.3409,,COD,,,2019,May,2,Sunday,4
2161,CA-2019-141019,14-05-2019,14-05-2019,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,29.769,,Online,,,2019,May,2,Tuesday,0
4797,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,3,-44.1462,,Online,,,2019,May,2,Tuesday,5
4798,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,6,10.8864,,COD,,,2019,May,2,Tuesday,5
4799,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,8.3028,,Online,,,2019,May,2,Tuesday,5
4800,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,4.36,,Cards,,,2019,May,2,Tuesday,5
4801,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.4172,,COD,,,2019,May,2,Tuesday,5
4802,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,-7.612,,Cards,,,2019,May,2,Tuesday,5
4803,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,-9.8208,,COD,,,2019,May,2,Tuesday,5
7280,CA-2019-108224,14-05-2019,14-05-2019,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,185.528,7,48.7011,,Online,,,2019,May,2,Tuesday,0
2096,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,240.5648,,Cards,,,2019,May,2,Wednesday,5
2097,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,25.7488,,Online,,,2019,May,2,Wednesday,5
2098,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,2.1684,,Online,,,2019,May,2,Wednesday,5
4830,CA-2019-152408,15-05-2019,21-05-2019,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,4.4772,,Cards,,,2019,May,2,Wednesday,6
4965,CA-2019-141180,15-05-2019,19-05-2019,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,-5.176,,Online,,,2019,May,2,Wednesday,4
7734,CA-2019-165673,15-05-2019,19-05-2019,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Springfield,Ohio,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,5.5216,,Online,,,2019,May,2,Wednesday,4
1336,CA-2019-122133,16-05-2019,23-05-2019,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0,,Cards,,,2019,May,2,Thursday,7
3945,CA-2019-133144,16-05-2019,21-05-2019,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17.34,3,8.4966,,Online,,,2019,May,2,Thursday,5
9610,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,19.7988,,Cards,,,2019,May,2,Thursday,3
9611,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,13.3056,,Online,,,2019,May,2,Thursday,3
1907,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,-2.1648,,Cards,,,2019,May,2,Friday,4
1908,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,-21.6144,,COD,,,2019,May,2,Friday,4
4705,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,18.8993,,COD,,,2019,May,2,Friday,1
4706,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,6.8714,,Cards,,,2019,May,2,Friday,1
4707,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,17.324,,COD,,,2019,May,2,Friday,1
7787,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,-4.7685,,Online,,,2019,May,2,Friday,3
7788,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7.896,3,2.4675,,COD,,,2019,May,2,Friday,3
7789,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,,COD,,,2019,May,2,Friday,3
7790,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.528,8,9.54,,Online,,,2019,May,2,Friday,3
1677,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,26.07,,Online,,,2019,May,2,Saturday,6
1678,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,8.7906,,Online,,,2019,May,2,Saturday,6
770,CA-2019-157245,19-05-2019,24-05-2019,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,179.7488,,Cards,,,2019,May,2,Sunday,5
1717,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,70.441,,COD,,,2019,May,2,Sunday,5
1718,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,,Cards,,,2019,May,2,Sunday,5
1719,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,15.0864,,Cards,,,2019,May,2,Sunday,5
1720,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,12.3256,,Cards,,,2019,May,2,Sunday,5
1721,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,14.92,,Cards,,,2019,May,2,Sunday,5
2499,CA-2019-126935,19-05-2019,24-05-2019,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,3.3544,,COD,,,2019,May,2,Sunday,5
3531,US-2019-152835,19-05-2019,23-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Lafayette,Indiana,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,6.206,,Cards,,,2019,May,2,Sunday,4
7467,CA-2019-138282,19-05-2019,23-05-2019,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Los Angeles,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,87.84,8,23.7168,,Cards,,,2019,May,2,Sunday,4
639,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,272.792,,Cards,,,2019,May,2,Monday,5
640,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,5.0128,,COD,,,2019,May,2,Monday,5
793,CA-2019-105256,20-05-2019,20-05-2019,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.2475,,COD,,,2019,May,2,Monday,0
3688,CA-2019-108567,20-05-2019,24-05-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,-2.245,,Cards,,,2019,May,2,Monday,4
3968,CA-2019-146010,20-05-2019,23-05-2019,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40.635,7,-32.508,,COD,,,2019,May,2,Monday,3
524,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,-12.4146,,Cards,,,2019,May,2,Tuesday,2
525,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,27.1666,,Cards,,,2019,May,2,Tuesday,2
2419,CA-2019-107202,21-05-2019,28-05-2019,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,179.73,,COD,,,2019,May,2,Tuesday,7
4361,CA-2019-127642,21-05-2019,23-05-2019,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,2,54.8604,,COD,,,2019,May,2,Tuesday,2
7068,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,-3.2406,,COD,,,2019,May,2,Tuesday,5
7069,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656,9,30.996,,Cards,,,2019,May,2,Tuesday,5
9796,CA-2019-125920,21-05-2019,28-05-2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,3,-5.8869,,Online,,,2019,May,2,Tuesday,7
2441,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345,5,86.25,,Online,,,2019,May,2,Wednesday,5
2442,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2,-19.9184,,COD,,,2019,May,2,Wednesday,5
2443,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,172.3384,,Cards,,,2019,May,2,Wednesday,5
2444,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,30.432,,COD,,,2019,May,2,Wednesday,5
2445,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,12.9024,,Online,,,2019,May,2,Wednesday,5
2446,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,74.8142,,Cards,,,2019,May,2,Wednesday,5
4724,CA-2019-159653,22-05-2019,22-05-2019,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,3,7.2177,,Online,,,2019,May,2,Wednesday,0
8456,CA-2019-154081,22-05-2019,29-05-2019,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,2,22.2384,,Online,,,2019,May,2,Wednesday,7
1330,CA-2019-142762,23-05-2019,27-05-2019,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,16.302,,COD,,,2019,May,2,Thursday,4
1445,CA-2019-133725,23-05-2019,28-05-2019,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.928,9,148.4946,,COD,,,2019,May,2,Thursday,5
1578,CA-2019-154403,23-05-2019,27-05-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98,1,2.4402,,Cards,,,2019,May,2,Thursday,4
6426,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,2399.976,4,1119.9968,,COD,,,2019,May,2,Thursday,4
6427,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,-4.196,,Cards,,,2019,May,2,Thursday,4
6428,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,3.6288,,Online,,,2019,May,2,Thursday,4
6429,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,-24.4764,,COD,,,2019,May,2,Thursday,4
5002,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,20.155,,Cards,,,2019,May,2,Friday,0
5003,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,91.968,,COD,,,2019,May,2,Friday,0
8482,CA-2019-138583,24-05-2019,28-05-2019,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.656,3,3.3312,,Online,,,2019,May,2,Friday,4
2986,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,6.24,,Online,,,2019,May,2,Saturday,5
2987,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,9.2928,,COD,,,2019,May,2,Saturday,5
2988,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,152.118,,COD,,,2019,May,2,Saturday,5
1274,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,3.6288,,Online,,,2019,May,2,Sunday,0
1275,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,-88.784,,Cards,,,2019,May,2,Sunday,0
